TITLE,FILE NAME,URL,TYPE OF RESOURCE,FORM,EXTENT,IMPRINT,ISSUANCE,LANGUAGE,MAP DATA,ASSOCIATED WITH,SUBJECT,GENRE,NOTE,RELATED ITEM,STATEMENT OF RESPONSIBILITY,OCLC,ALTERNATIVE TITLE,APPEARS IN,PUBLISHER,LOCATION,LCCN,ADDITIONAL PHYSICAL FORM,MANUFACTURER,ONLINE VERSION,UNIFORM TITLE,CARTOGRAPHER,LITHOGRAPHER,CONTAINS,LOCAL NOTE,ISSUING BODY,REPRODUCTION,DISTRIBUTOR
Sketch map : municipal water supply in Karafuto,yx107jk4923,https://purl.stanford.edu/yx107jk4923,Cartographic;,map;unmediated;sheet;,1 map ; 30 x 19 cm;,"[Washington, D.C.] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:1,650,000] ; (E 141°--E 144°/N 50°--N 46°).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;","Municipal water supply > Russia (Federation) > Sakhalin (Sakhalinskai͡a oblastʹ) > Maps;Municipal water supply;Sakhalin (Sakhalinskai͡a oblastʹ, Russia) > Maps;Russia (Federation) > Sakhalin (Sakhalinskai͡a oblastʹ);",Map;Cartographic image-cri;Maps.;,"Dated: 1 June 1945.;Shows sewage disposal systems, water works, and reservoirs.;""No. 3596."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
Sketch map of distribution of Hungarian population in Southern Slovakia : (based on 1930 Czechoslovakia census),tk222sp9937,https://purl.stanford.edu/tk222sp9937,Cartographic;,,1 map ; 21 x 57 cm.;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [ca. 1:700,000];","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch;",Hungarians > Slovakia > Maps;,Map;Government publication;,"""No. 8323."";",,"R & A, IRIS.;",,,,,,,,,,,,,,,,,
"Sketch map, Port Arthur Naval Base : as defined in the Port Arthur Agreement, 14 August, 1945",jc408hb7772,https://purl.stanford.edu/jc408hb7772,Cartographic;,map;unmediated;sheet;,1 map ; 21 x 30 cm;,"Provisional ed. - [Washington, D.C.] : Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [ca. 1:950,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;",Lüshun (China) > Maps;China > Lüshun;,Map;Cartographic image-cri;Maps.;Maps.;,"""No. 3622 -- R & A, IRIS."";""31 December 1945."";",,,,Port Arthur Naval Base;,,,,,,,,,,,,,,,
"Sketch map, rice : distribution of planted acreage, Manchuria 1935",yd396wy8168,https://purl.stanford.edu/yd396wy8168,Cartographic;,map;unmediated;sheet;,"1 map ; 30 x 27 cm, on sheet 34 x 32 cm;","Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [1:5,600,000].;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;",Agriculture > Maps;Rice > Maps;Agriculture;Rice;Manchuria (China) > Maps > Agriculture;China > Manchuria;,Map;Government publication;Cartographic image;Thematic maps.;Maps;Thematic maps.;,"""No. 3625.3."";""31 December 1945."";""Free."";""Adapted from Manchu Nogoyo Tokai (statistics of Manchurian Agriculture) 1935."";",,"R & A, IRIS.;",,,,,,,,,,,,,,,,,
"Sketch map soyabeans : disbribution of planted acreage, Manchuria, 1935",mh896wh5609,https://purl.stanford.edu/mh896wh5609,Cartographic;,map;unmediated;sheet;,1 map ; 30 x 27 cm;,"[Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale approximately 1:5,500,000.;",,Soybean > Maps;Soybean;China > Manchuria;,Map;Cartographic image;Maps;Maps;Thematic maps.;,"""No. 3625. 1 -R&A, IRIS. 31 December 1945."";""Free"".;""Adapted from Manchu Nogoyo Tokai (Statistics of Manchurian Agriculture) 1935."";",,"R & A, IRIS.;",,,,,,2017588768;,,,,,"United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch,;","United States, War Department., Strategic Services Unit., Reproduction Branch,;",,,,,
"Sketch map wheat : disbribution of planted acreage, Manchuria, 1935",pm278rc2700,https://purl.stanford.edu/pm278rc2700,Cartographic;,map;unmediated;sheet;,1 map ; 30 x 27 cm.;,"[Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale approximately 1:5,500,000.;",,Wheat > Maps;Crops;Wheat;China > Manchuria;,Map;Cartographic image;Maps;Thematic maps.;Maps;,"""No. 3625.4 -R&A, IRIS. 31 December 1945."";""Free"".;""Adapted from Manchu Nogoyo Tokai (Statistics of Manchurian Agriculture) 1935."";","""No. 3625.4."";","R & A, IRIS.;",,,,,,2017588771;,,,,,"United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch,;","United States, War Department., Strategic Services Unit., Reproduction Branch,;",,,,,
Sketch of Mahakam (Kutei) river,dc955xm5159,https://purl.stanford.edu/dc955xm5159,Cartographic;,map;unmediated;sheet;,"1 map ; 12 x 10 cm, on sheet 16 x 13 cm;","Provisional ed. - [Washington, D.C.] : Lithographed in Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [1:840,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Rivers > Indonesia > Mahakam River > Maps;Rivers;Mahakam River (Indonesia) > Maps;Indonesia > Mahakam River;,Map;Cartographic image-cri;Thematic maps.;Maps.;Thematic maps.;,"""No. 3588."";""29 March 1945."";""Free."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
Sketch plan of Ch'ao-yang,xx549nv9203,https://purl.stanford.edu/xx549nv9203,Cartographic;,map;unmediated;sheet;,1 map ; 25 x 19 cm;,"Provisional edition. - District of Columbia, 1945;",monographic;,English;,"Scale approximately 1:16,800.;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit.;",Chaoyang (China) > Maps;,Map;Cartographic image-cri;,"""Data compiled prior to 1 August 1945. Date of information unknown."";""29 December 1945."";""No. 3644."";",,,,Sketch plan of Chao-yang;Sketch plan of Chaoyang;,,"[Washington, D.C.] : R & A, IRIS, [1945];",,,,"[Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, A.D.;",,,,,,,,,
Sketch plan of Chia-chi (Kachek),tg262vg4147,https://purl.stanford.edu/tg262vg4147,Cartographic;,map;unmediated;sheet;,1 map ; 20 x 15 cm;,"Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [ca. 1:20,250].;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit.;",Chia-chi (China) > Maps;Jiaji Zheng (China) > Maps;Qionghai Shi (China) > Maps;嘉积镇 (China) > Maps;,Map;Cartographic image-cri;,"Shows ""built up area,"" streets, bridges, trails, and schools.;""Data compiled prior to 1 August 1945. Date of information unknown."";""29 December 1945."";""No. 3636-- R & A, IRIS."";",,,,,,,,,,,,,,,,,,,
Sketch plan of Chiang-men,tq296qq4237,https://purl.stanford.edu/tq296qq4237,Cartographic;,map;unmediated;sheet;,"1 map ; 21 x 16 cm, on sheet 31 x 23 cm;","Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [1:19,400].;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;",Jiangmen Shi (China) > Maps;China > Jiangmen Shi;,Map;Cartographic image-cri;Maps.;Maps.;,"""No. 3641."";""29 December 1945."";""Free."";""Data compiled prior to 1 August 1945. Date of information unknown."";",,"R & A, IRIS.;",,,,,,,,,,,,,,,,,
Sketch plan of Chieh-yang,dg156yv5850,https://purl.stanford.edu/dg156yv5850,Cartographic;,map;unmediated;sheet;,"1 map ; 21 x 16 cm, on sheet 30 x 23 cm;","Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [1:19,600].;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;",Jieyang Shi (China) > Maps;China > Jieyang Shi;,Map;Cartographic image-cri;Maps.;Maps.;,"""No. 3646."";""29 December 1945."";""Free."";""Data compiled prior to 1 August 1945. Date of information unknown."";",,"R & A, IRIS.;",,,,,,,,,,,,,,,,,
Sketch plan of Chŏngju (Seishū),vj989vt6210,https://purl.stanford.edu/vj989vt6210,Cartographic;,electronic resource;remote;map;unmediated;sheet;,"1 map ; 19 x 14 cm, on sheet 31 x 20 cm;","Provisional edition. - District of Columbia, 1945;",monographic;,English;,"Scale approximately 1:15,000 ; (E 127°29ʹ20ʺ/N 36°37ʹ50ʺ).;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;","Ch'ŏngju-si (Ch'ungch'ŏng-bukto, Korea) > Maps;Korea (South) > Ch'ŏngju-si (Ch'ungch'ŏng-bukto);",Map;Cartographic image-cri;Maps.;Maps.;,"""Data compiled prior to 1 August 1945. Date of information unknown."";""29 December 1945."";""Free."";""Base map - 1918."";Includes key to points of interest.;""No. 3634."";",,"R & A, IRIS.;",,,,"[Washington, D.C.] : R & A, IRIS, [1945];",electronic resource;,,Also available on the Internet through the American Geographical Society Library Digital Map Collection.;,"[Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, A.D.;",,,,,,,,,
Sketch plan of Hoeryŏng (Kainei),fq543vr4799,https://purl.stanford.edu/fq543vr4799,Cartographic;,map;unmediated;sheet;,1 map ; 30 x 17 cm;,"Provisional edition. - District of Columbia, 1945;",monographic;,English;,"Scale 1:13,250.;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;",Hoeryŏng-ŭp (Korea) > Maps;Korea (North) > Hoeryŏng-ŭp;,Map;Cartographic image-cri;Maps.;Maps.;,"Shows city map of Hoeryŏng, North Korea.;""No. 3626."";""29 December 1945."";""Data compiled prior to 1 August 1945. Date of information unknown."";""Base map - 1919."";Indexed.;",,"R & A, IRIS.;",,,,,,map50000935;,,"[Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945.;",,,,,,,,,
Sketch plan of Hsin-hui,nr775hh1413,https://purl.stanford.edu/nr775hh1413,Cartographic;,map;unmediated;sheet;,1 map ; 21 x 17 cm;,"Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSA, [1945];",monographic;,English;,"Scale [ca. 1:19,000].;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;","Xinhui (Guangdong Sheng, China) > Maps;China > Xinhui (Guangdong Sheng);",Map;Cartographic image-cri;Maps.;Maps.;,"""Data compiled prior to 1 August 1945. Date of information unknown."";""29 December 1945."";""Free."";""No. 3640."";",,"R & A, IRIS.;",,,,,,2007632759;,,,Sketch plan of Hsin-hui;,,,,,,,,
Sketch plan of Hsi-Ying (Ft. Bayard),vb638jv1375,https://purl.stanford.edu/vb638jv1375,Cartographic;,map;unmediated;sheet;,"1 map ; 20 x 15 cm, on sheet 30 x 21 cm;","Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [1:21,000].;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;",Zhanjiang Shi (China) > Maps;China > Zhanjiang Shi;,Map;Cartographic image-cri;Maps.;Maps.;,"""No. 3637."";""29 December 1945."";""Free."";""Data compiled prior to 1 August 1945. Date of information unknown."";",,"R & A, IRIS.;",,,,,,,,,,,,,,,,,
Sketch plan of I-Ri (Ri-Ri),rt938fr8793,https://purl.stanford.edu/rt938fr8793,Cartographic;,electronic resource;remote;map;unmediated;sheet;,"1 map ; 22 x 16 cm, on sheet 32 x 23 cm;","Provisional edition. - District of Columbia, 1945;",monographic;,English;,"Scale approximately 1:13,200 ; (E 126°57ʹ/N 35°56ʹ).;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;",Iksan (Korea) > Maps;Korea (South) > Iksan;,Map;Cartographic image-cri;Maps.;Maps.;,"""Data compiled prior to 1 August 1945. Date of information unknown."";""29 December 1945."";""Free."";""Base map-1917."";""No. 3629."";",,"R & A, IRIS.;",,,,"[Washington, D.C.] : R & A, IRIS, [1945];",electronic resource;,,Also available on the Internet through the American Geographical Society Library Digital Map Collection.;,"[Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, A.D.;",,,,,,,,,
Sketch plan of Kaesŏng (Songdo) (Kaijō),hr520fb4396,https://purl.stanford.edu/hr520fb4396,Cartographic;,map;unmediated;sheet;,1 map ; 21 x 27 cm;,"[Washington, D.C.] : R & A, IRIS, [1945];[Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, A.D.;",monographic;,English;,"Scale approximately 1:13,300 ; (E 126°38ʹ/N 38°00ʹ).;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;",Kaesŏng-si (Korea) > Maps;Korea (North) > Kaesŏng-si;,Map;Government publication;Cartographic image;Maps.;Maps.;,"""Data compiled prior to 1 August 1945. Date of information unknown."";""Base map - 1918."";""29 December 1945."";""No. 3635."";",,,,,,,electronic resource;,,,,,,,,,,,,
Sketch plan of Kunsan (Gunzan),rg969fc2092,https://purl.stanford.edu/rg969fc2092,Cartographic;,electronic resource;remote;map;unmediated;sheet;,"1 map ; 20 x 15 cm, on sheet 30 x 21 cm;","[Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, [1945];",monographic;,English;,"Scale approximately 1:18,400 ; (E 126°26'00""--E 127°00'00""/N 36°12'00""--N 35°40'00"");","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;",Kunsan-si (Korea) > Maps;Korea (South) > Kunsan-si;,Map;Government publication;Cartographic image;Maps;Maps;,"""Data compiled prior to 1 August 1945. Date of information unknown."";Relief shown by hachures.;""29 December 1945."";""Free."";Includes key to buildings.;""No. 3628."";",,"R & A, IRIS.;",,,,,electronic resource;electronic resource;,,Also available on the Internet through the American Geographical Society Library Digital Map Collection.;,,,,,,,,,,
Sketch plan of Mei-hsien,pc568mv9478,https://purl.stanford.edu/pc568mv9478,Cartographic;,map;unmediated;sheet;,1 map ; 21 x 16 cm;,"Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,Scale [ca. 1:19500].;,"United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit.;",Meixian Shi (China) > Maps;China > Meixian Shi;,Map;Cartographic image-cri;Maps.;,"Shows ""built up area,"" roads, trails, bridges, and schools.;Oriented with north to the right.;""29 December 1945."";""Data compiled prior to 1 August 1945. Date of information unknown."";""No. 3645."";",,"R & A, IRIS.;",,,,,,,,,,,,,,,,,
Sketch plan of Nan-hai,by626wr9969,https://purl.stanford.edu/by626wr9969,Cartographic;,map;unmediated;sheet;,"1 map ; 21 x 17 cm, on sheet 31 x 23 cm;","Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [1:33,400].;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;","Cities and towns > China > Maps;Nan-hai shih (Kwangtung Province, China) > Maps;",Map;Cartographic image-cri;Maps.;,"""No. 3647."";""29 December 1945."";""Free."";""Data compiled prior to 1 August 1945. Date of information unknown."";",,"R & A, IRIS.;",,,,,,,,,,,,,,,,,
Sketch plan of Nan-hsiung,ft293mw6411,https://purl.stanford.edu/ft293mw6411,Cartographic;,map;unmediated;sheet;,1 map ; 20 x 16 cm;,"Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [ca. 1:20,250].;","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit.;",Nanxiong Shi (China) > Maps;China > Nanxiong Shi;,Map;Cartographic image-cri;Maps.;,"Shows ""built up area,"" roads, trails, etc.;Oriented with north to the left.;""Data compiled prior to 1 August 1945. Date of information unknown."";""No. 3639."";",,"R & A, IRIS.;",,,,,,,,,,,,,,,,,
Sketch plan of Pei-Hai,dv203tq5572,https://purl.stanford.edu/dv203tq5572,Cartographic;,map;unmediated;sheet;,"1 map ; 22 x 15 cm, on sheet 30 x 21 cm;","Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [1:21,500] ; (E 121°11'14""--E 121°11'14""/N 38°55'11""--N 38°55'11"");","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;",Beihai (China) > Maps;China > Beihai;,Map;Government publication;Cartographic image;Maps;Maps;,"""No. 3638."";""29 December 1945."";""Free."";""Data compiled prior to 1 August 1945. Date of information unknown."";",,"R & A, IRIS.;",,,,,electronic resource;,,,,,,,,,,,,
Sketch plan of P'ohang-Dang (Hokō-dō),cb564xy8959,https://purl.stanford.edu/cb564xy8959,Cartographic;,electronic resource;remote;map;unmediated;sheet;,"1 map ; 21 x 16 cm, on sheet 30 x 22 cm;","Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, SSU, 1945;",monographic;,English;,"Scale [1:13,300] ; (E 129°20'34""--E 129°20'34""/N 36°01'08""--N 36°01'08"");","United States, Department of State., Interim Research and Intelligence Service., Research and Analysis Branch.;United States, War Department., Strategic Services Unit., Reproduction Branch.;",P'ohang-si (Korea) > Maps;Korea (South) > Pʻohang-si;,Map;Government publication;Cartographic image;Maps;Maps;,"""No. 3631."";""29 December 1945."";""Free."";""Data compiled prior to 1 August 1945. Date of information unknown."";",,"R & A, IRIS.;",,,,,electronic resource;electronic resource;,,Also available on the Internet through the American Geographical Society Library Digital Map Collection.;,,,,,,,,,,
